source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
Collecting duct intercalated cell	C9	LAMA5	ITGA2_ITGB1	0.00650130438240149	0	LAMA5_ITGA2_ITGB1	LAMA5 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C3	C10	COL6A1	SDC4	0.00649469407824512	0	COL6A1_SDC4	COL6A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C9	COL4A5	ITGA2_ITGB1	0.00648824674449388	0	COL4A5_ITGA2_ITGB1	COL4A5 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C10	COL4A1	SDC4	0.0064702647857644	0	COL4A1_SDC4	COL4A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C9	COL4A4	ITGA2_ITGB1	0.00645143504170958	0	COL4A4_ITGA2_ITGB1	COL4A4 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	Collecting duct intercalated cell	COL4A5	ITGA1_ITGB1	0.00645011509786738	0	COL4A5_ITGA1_ITGB1	COL4A5 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	Collecting duct intercalated cell	COL6A3	SDC4	0.0064461883737514	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	C8	LAMB1	ITGA2_ITGB1	0.0064412231451456	0	LAMB1_ITGA2_ITGB1	LAMB1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C11	Collecting duct intercalated cell	LAMB1	ITGA6_ITGB1	0.00644121694519009	0	LAMB1_ITGA6_ITGB1	LAMB1 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C11	C8	COL4A1	ITGA2_ITGB1	0.00643754203871279	0	COL4A1_ITGA2_ITGB1	COL4A1 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C10	SPP1	ITGAV_ITGB5	0.00643621551527839	0	SPP1_ITGAV_ITGB5	SPP1 - (ITGAV+ITGB5)	SPP1	Secreted Signaling	PMID: 21907263
Collecting duct intercalated cell	C10	CD46	JAG1	0.00642332478512031	0	CD46_JAG1	CD46 - JAG1	CD46	Cell-Cell Contact	PMID: 23086448
Thick ascending limb (TAL) / loop of Henle	Collecting duct intercalated cell	COL6A3	SDC4	0.00641282546047795	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	C8	COL4A4	ITGAV_ITGB8	0.00641239817097804	0	COL4A4_ITGAV_ITGB8	COL4A4 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	Collecting duct intercalated cell	LAMA1	ITGA1_ITGB1	0.00639977712267806	0	LAMA1_ITGA1_ITGB1	LAMA1 - (ITGA1+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C13	Collecting duct intercalated cell	COL4A2	ITGA1_ITGB1	0.00638891363708811	0	COL4A2_ITGA1_ITGB1	COL4A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C12	THBS1	CD47	0.00638495938744572	0	THBS1_CD47	THBS1 - CD47	THBS	ECM-Receptor	KEGG: hsa04512
C16	C16	COL4A1	SDC4	0.00637456307045025	0	COL4A1_SDC4	COL4A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C10	COL6A3	SDC4	0.00637319131670565	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C5	COL4A2	SDC4	0.00636557634730674	0	COL4A2_SDC4	COL4A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	Collecting duct intercalated cell	COL4A4	SDC1	0.00636245820686815	0	COL4A4_SDC1	COL4A4 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	Collecting duct intercalated cell	COL4A3	SDC4	0.00635251270545225	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	C5	COL6A1	SDC4	0.00634679902931414	0	COL6A1_SDC4	COL6A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C9	COL4A5	SDC4	0.00634582550862412	0	COL4A5_SDC4	COL4A5 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	C8	LAMB1	ITGA3_ITGB1	0.00634057309371081	0	LAMB1_ITGA3_ITGB1	LAMB1 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C10	COL6A3	SDC4	0.00634020379634117	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	Collecting duct intercalated cell	COL4A5	SDC4	0.00633972604521279	0	COL4A5_SDC4	COL4A5 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	Collecting duct intercalated cell	COL6A3	SDC4	0.00633972604521279	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C8	COL4A1	ITGA3_ITGB1	0.00633694914109183	0	COL4A1_ITGA3_ITGB1	COL4A1 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct principal cell	C8	COL4A5	ITGA2_ITGB1	0.00633693930026035	0	COL4A5_ITGA2_ITGB1	COL4A5 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C5	COL4A1	SDC4	0.00632292249228074	0	COL4A1_SDC4	COL4A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C13	FGF9	FGFR2	0.00632060504321287	0	FGF9_FGFR2	FGF9 - FGFR2	FGF	Secreted Signaling	PMC: 4393358
Collecting duct intercalated cell	C11	SPP1	ITGAV_ITGB3	0.00631585994169519	0	SPP1_ITGAV_ITGB3	SPP1 - (ITGAV+ITGB3)	SPP1	Secreted Signaling	PMID: 21907263
C11	C8	COL4A3	ITGA2_ITGB1	0.0063153064966268	0	COL4A3_ITGA2_ITGB1	COL4A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C9	COL4A4	SDC4	0.00630981671477114	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured distal epithelial state (provisional)	C9	COL4A2	ITGA2_ITGB1	0.00630651981343105	0	COL4A2_ITGA2_ITGB1	COL4A2 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C8	COL4A5	ITGA2_ITGB1	0.00629547119177213	0	COL4A5_ITGA2_ITGB1	COL4A5 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	C8	LAMB1	ITGAV_ITGB8	0.00629370434776076	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C10	C16	JAG1	NOTCH2	0.00628747959378916	0	JAG1_NOTCH2	JAG1 - NOTCH2	NOTCH	Cell-Cell Contact	PMID: 22353464
Epithelial progenitor-like / repair state (provisional)	C10	COL4A3	SDC4	0.00628056973218922	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C10	COL4A5	SDC4	0.00626792696895632	0	COL4A5_SDC4	COL4A5 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C10	COL6A3	SDC4	0.00626792696895632	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	C8	COL4A4	ITGA2_ITGB1	0.00626082034201704	0	COL4A4_ITGA2_ITGB1	COL4A4 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C4	PTPRM	PTPRM	0.00624555036149619	0	PTPRM_PTPRM	PTPRM - PTPRM	PTPRM	Cell-Cell Contact	KEGG: hsa04514
C4	Thick ascending limb (TAL) / loop of Henle	PTPRM	PTPRM	0.00624555036149619	0	PTPRM_PTPRM	PTPRM - PTPRM	PTPRM	Cell-Cell Contact	KEGG: hsa04514
Collecting duct intercalated cell	C16	COL4A2	SDC4	0.00624023919523315	0	COL4A2_SDC4	COL4A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct principal cell	C8	COL4A5	ITGA3_ITGB1	0.00623790854930202	0	COL4A5_ITGA3_ITGB1	COL4A5 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C5	COL6A3	SDC4	0.006228045744377	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C8	COL4A2	ITGA2_ITGB1	0.00622620512272177	0	COL4A2_ITGA2_ITGB1	COL4A2 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	Collecting duct intercalated cell	COL4A3	SDC4	0.00622100608360837	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C8	COL4A3	ITGA3_ITGB1	0.00621661169806259	0	COL4A3_ITGA3_ITGB1	COL4A3 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C9	C16	COL4A5	SDC4	0.00620722187266102	0	COL4A5_SDC4	COL4A5 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	C16	FGF9	FGFR2	0.00620185182345073	0	FGF9_FGFR2	FGF9 - FGFR2	FGF	Secreted Signaling	PMC: 4393358
C10	C8	COL4A5	ITGA3_ITGB1	0.00619708444360054	0	COL4A5_ITGA3_ITGB1	COL4A5 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C8	COL4A4	ITGAV_ITGB8	0.00619637809797847	0	COL4A4_ITGAV_ITGB8	COL4A4 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C5	COL6A3	SDC4	0.00619580481022704	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	Collecting duct intercalated cell	COL4A4	SDC4	0.00619388096055769	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	Collecting duct intercalated cell	LAMB1	ITGA1_ITGB1	0.00617917738859604	0	LAMB1_ITGA1_ITGB1	LAMB1 - (ITGA1+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C11	Collecting duct intercalated cell	COL4A1	ITGA1_ITGB1	0.0061756451083315	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured distal epithelial state (provisional)	C9	COL4A2	SDC4	0.00616806283665407	0	COL4A2_SDC4	COL4A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	C9	LAMA2	ITGA2_ITGB1	0.00616329768268333	0	LAMA2_ITGA2_ITGB1	LAMA2 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C3	C8	COL4A4	ITGA3_ITGB1	0.00616297176493827	0	COL4A4_ITGA3_ITGB1	COL4A4 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	Collecting duct intercalated cell	COL4A1	SDC1	0.00616217831542654	0	COL4A1_SDC1	COL4A1 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	Collecting duct intercalated cell	COL4A2	SDC4	0.00615232488088699	0	COL4A2_SDC4	COL4A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	C10	COL4A3	SDC4	0.00615054321997251	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C8	COL4A3	ITGA2_ITGB1	0.00614741862990108	0	COL4A3_ITGA2_ITGB1	COL4A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	Collecting duct intercalated cell	FGF9	FGFR3	0.00614565202192126	0	FGF9_FGFR3	FGF9 - FGFR3	FGF	Secreted Signaling	PMC: 4393358
Epithelial progenitor-like / repair state (provisional)	C5	COL4A3	SDC4	0.00613752053082337	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	C11	GDF15	TGFBR2	0.0061366086818816	0	GDF15_TGFBR2	GDF15 - TGFBR2	GDF	Secreted Signaling	KEGG: hsa04350
Thick ascending limb (TAL) / loop of Henle	C8	COL4A2	ITGA3_ITGB1	0.00612889420047292	0	COL4A2_ITGA3_ITGB1	COL4A2 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C5	COL4A5	SDC4	0.00612516395015991	0	COL4A5_SDC4	COL4A5 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C5	COL6A3	SDC4	0.00612516395015991	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	C10	COL4A4	SDC4	0.00612372343920811	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C4	Collecting duct intercalated cell	COL6A3	SDC4	0.00611635785156207	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C8	COL4A1	ITGA2_ITGB1	0.00611168100829975	0	COL4A1_ITGA2_ITGB1	COL4A1 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	C8	GAS6	MERTK	0.00611168081517488	0	GAS6_MERTK	GAS6 - MERTK	GAS	Secreted Signaling	PMID: 27801848
C14	C16	FGF9	FGFR2	0.00610934823562569	0	FGF9_FGFR2	FGF9 - FGFR2	FGF	Secreted Signaling	PMC: 4393358
C13	Collecting duct intercalated cell	LAMA1	ITGA6_ITGB1	0.00610094824516761	0	LAMA1_ITGA6_ITGB1	LAMA1 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C9	C9	CDH1	ITGA2_ITGB1	0.00608643746833472	0	CDH1_ITGA1_ITGB1	CDH1 - (ITGA1+ITGB1)	CDH1	Cell-Cell Contact	PMID: 12392763
C19	C8	COL6A3	ITGA2_ITGB1	0.0060860202345382	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C10	COL4A2	SDC4	0.00608263518048683	0	COL4A2_SDC4	COL4A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct principal cell	Collecting duct intercalated cell	COL4A5	ITGA1_ITGB1	0.0060791101244356	0	COL4A5_ITGA1_ITGB1	COL4A5 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C11	GDF15	TGFBR2	0.00607390767878598	0	GDF15_TGFBR2	GDF15 - TGFBR2	GDF	Secreted Signaling	KEGG: hsa04350
C11	Collecting duct intercalated cell	COL4A3	ITGA1_ITGB1	0.00605835212191694	0	COL4A3_ITGA1_ITGB1	COL4A3 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C8	COL4A3	ITGA3_ITGB1	0.00605133158338246	0	COL4A3_ITGA3_ITGB1	COL4A3 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C9	Collecting duct intercalated cell	COL4A3	SDC1	0.00604990342525578	0	COL4A3_SDC1	COL4A3 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C4	C10	COL6A3	SDC4	0.00604707308434373	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	Collecting duct intercalated cell	COL4A4	SDC4	0.00603986424529042	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	Collecting duct intercalated cell	COL4A5	ITGA1_ITGB1	0.0060393189620923	0	COL4A5_ITGA1_ITGB1	COL4A5 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C8	COL4A1	ITGA3_ITGB1	0.00601614917624426	0	COL4A1_ITGA3_ITGB1	COL4A1 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	C5	COL4A3	SDC4	0.00601043765073988	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C9	LAMB1	ITGA2_ITGB1	0.00600724832912649	0	LAMB1_ITGA2_ITGB1	LAMB1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C3	Collecting duct intercalated cell	COL4A4	ITGA1_ITGB1	0.00600606947614253	0	COL4A4_ITGA1_ITGB1	COL4A4 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C8	COL4A1	ITGAV_ITGB8	0.00600129456442437	0	COL4A1_ITGAV_ITGB8	COL4A1 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C19	C8	COL6A3	ITGA3_ITGB1	0.005990887088905	0	COL6A3_ITGA3_ITGB1	COL6A3 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	C5	COL4A4	SDC4	0.0059842251293719	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	C8	COL4A3	ITGA2_ITGB1	0.00598309586233154	0	COL4A3_ITGA2_ITGB1	COL4A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C16	COL4A5	SDC4	0.00597411282377912	0	COL4A5_SDC4	COL4A5 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	Collecting duct intercalated cell	COL4A2	ITGA1_ITGB1	0.00597285427387515	0	COL4A2_ITGA1_ITGB1	COL4A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C8	LAMB1	ITGAV_ITGB8	0.00597149126152455	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C10	COL4A4	SDC4	0.00597144077484075	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured distal epithelial state (provisional)	Collecting duct intercalated cell	COL6A2	SDC4	0.00594686038788309	0	COL6A2_SDC4	COL6A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C5	COL4A2	SDC4	0.00594406726257942	0	COL4A2_SDC4	COL4A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C16	COL4A4	SDC4	0.0059402006694424	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	Collecting duct intercalated cell	COL4A2	SDC1	0.0059298309964976	0	COL4A2_SDC1	COL4A2 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	Collecting duct intercalated cell	COL4A5	SDC1	0.00591355389876994	0	COL4A5_SDC1	COL4A5 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C8	COL4A3	ITGA2_ITGB1	0.0059103382661142	0	COL4A3_ITGA2_ITGB1	COL4A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C4	C5	COL6A3	SDC4	0.00590931048642808	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C16	LAMB1	ITGA6_ITGB1	0.00590915186983014	0	LAMB1_ITGA6_ITGB1	LAMB1 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C14	Collecting duct intercalated cell	COL4A3	ITGA1_ITGB1	0.00589725466199693	0	COL4A3_ITGA1_ITGB1	COL4A3 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C4	NAMPT	INSR	0.00589471306694294	0	NAMPT_INSR	NAMPT - INSR	VISFATIN	Secreted Signaling	PMID: 28490838
C9	C8	COL4A3	ITGAV_ITGB8	0.00589193359810617	0	COL4A3_ITGAV_ITGB8	COL4A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	Collecting duct intercalated cell	LAMB1	ITGA6_ITGB1	0.00589058804782149	0	LAMB1_ITGA6_ITGB1	LAMB1 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C16	C8	COL4A3	ITGA3_ITGB1	0.00588956203744304	0	COL4A3_ITGA3_ITGB1	COL4A3 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured distal epithelial state (provisional)	C10	COL6A2	SDC4	0.00587948429269169	0	COL6A2_SDC4	COL6A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	Collecting duct intercalated cell	COL4A1	ITGA1_ITGB1	0.00586296277316527	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C18	Collecting duct intercalated cell	COL6A3	SDC4	0.00586095476176942	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C8	COL6A1	ITGA2_ITGB1	0.00585535827581799	0	COL6A1_ITGA2_ITGB1	COL6A1 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	C8	LAMB1	ITGA2_ITGB1	0.00585485088429389	0	LAMB1_ITGA2_ITGB1	LAMB1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C19	Collecting duct intercalated cell	COL6A3	ITGA1_ITGB1	0.00583834014441935	0	COL6A3_ITGA1_ITGB1	COL6A3 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C5	COL4A4	SDC4	0.00583539109368421	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C8	COL4A3	ITGA3_ITGB1	0.00581793520451843	0	COL4A3_ITGA3_ITGB1	COL4A3 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured distal epithelial state (provisional)	C16	COL4A2	SDC4	0.00580670191806215	0	COL4A2_SDC4	COL4A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C18	C10	COL6A3	SDC4	0.00579454627736305	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C8	LAMB1	ITGAV_ITGB8	0.00578096681059455	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C8	C8	COL4A2	ITGAV_ITGB8	0.00577497818031609	0	COL4A2_ITGAV_ITGB8	COL4A2 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C8	COL6A1	ITGA3_ITGB1	0.00576380979531591	0	COL6A1_ITGA3_ITGB1	COL6A1 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	C8	LAMB1	ITGA3_ITGB1	0.0057633102908643	0	LAMB1_ITGA3_ITGB1	LAMB1 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C13	C8	COL4A5	ITGAV_ITGB8	0.00575912368344286	0	COL4A5_ITGAV_ITGB8	COL4A5 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured distal epithelial state (provisional)	C5	COL6A2	SDC4	0.00574551758255991	0	COL6A2_SDC4	COL6A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	C8	COL4A4	ITGA2_ITGB1	0.00574091955272506	0	COL4A4_ITGA2_ITGB1	COL4A4 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	Collecting duct intercalated cell	COL4A3	ITGA1_ITGB1	0.00573958025173678	0	COL4A3_ITGA1_ITGB1	COL4A3 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	Collecting duct intercalated cell	THBS1	SDC1	0.00573701210776531	0	THBS1_SDC1	THBS1 - SDC1	THBS	ECM-Receptor	KEGG: hsa04512
Collecting duct principal cell	Injured tubular epithelial program (mixed)	VEGFA	FLT1	0.00571666839239415	0	VEGFA_VEGFR1	VEGFA - VEGFR1	VEGF	Secreted Signaling	KEGG: hsa04370; PMID: 16633338
C12	C9	LAMB2	ITGA2_ITGB1	0.00568104827961681	0	LAMB2_ITGA2_ITGB1	LAMB2 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	Collecting duct intercalated cell	COL4A3	ITGA1_ITGB1	0.00566976704275671	0	COL4A3_ITGA1_ITGB1	COL4A3 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C18	C5	COL6A3	SDC4	0.00566250389459862	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C13	FGF9	FGFR3	0.00565722602561864	0	FGF9_FGFR3	FGF9 - FGFR3	FGF	Secreted Signaling	PMC: 4393358
C16	C8	COL4A4	ITGA3_ITGB1	0.00565115014989058	0	COL4A4_ITGA3_ITGB1	COL4A4 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	C8	LAMB1	ITGA2_ITGB1	0.00563458434879744	0	LAMB1_ITGA2_ITGB1	LAMB1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C2	C8	LAMB1	ITGAV_ITGB8	0.00563192179170745	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C12	Collecting duct intercalated cell	COL4A5	SDC4	0.00563109107585728	0	COL4A5_SDC4	COL4A5 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	C9	CDH1	ITGA2_ITGB1	0.00562841860402863	0	CDH1_ITGA1_ITGB1	CDH1 - (ITGA1+ITGB1)	CDH1	Cell-Cell Contact	PMID: 12392763
